Lesson A,Lesson B,Support,Confidence,Lift
Culture House Apple & Mango Sour Cider,Beer Fundamentals: Australian Lager (Video),0.14994449070219262,0.7480096919349256,4.979360591300761
Culture House Raspberry Berliner Weisse,Beer Fundamentals: Australian Lager (Video),0.15119344990285874,0.7542402215299412,4.979436588497257
Customer Experience: Budget Questions,Beer Fundamentals: Australian Lager (Video),0.11941437690813211,0.7604949182501105,3.7937877334096894
Customer Experience: Category & Style Questions,Beer Fundamentals: Australian Lager (Video),0.11969192339716903,0.758575197889182,3.7842110598750054
Customer Experience: Dealing with Objections,Beer Fundamentals: Australian Lager (Video),0.11844296419650291,0.7665020206555905,3.82375462848334
Beer Fundamentals: Australian Lager (Video),Customer Experience: How to Ask Questions,0.12087149597557591,0.7537862397230636,3.7603209715779826
Beer Fundamentals: Australian Lager (Video),Customer Experience: How to Recommend,0.11885928393005829,0.7654155495978553,3.8183346835598098
Customer Experience: Occasion Questions,Beer Fundamentals: Australian Lager (Video),0.12003885650846517,0.7551287647315582,3.7670182614438272
Customer Experience: Understanding the Customer,Beer Fundamentals: Australian Lager (Video),0.12135720233139051,0.7525817555938038,3.7543123093173763
Beer Fundamentals: Australian Lager (Video),Del Centro Cerveza,0.13849569802941994,0.9975012493753124,4.976112151608516
Estate Intro: Chapel Hill,Beer Fundamentals: Australian Lager (Video),0.10928393005828477,0.833774483853891,4.159348515507884
Estate Intro: Isabel Estate,Beer Fundamentals: Australian Lager (Video),0.10685539827921177,0.8498896247240619,4.239740142444853
Estate Intro: Krondorf,Beer Fundamentals: Australian Lager (Video),0.11899805717457675,0.7932469935245143,3.9571739946955002
Estate Intro: Oakridge Wines,Beer Fundamentals: Australian Lager (Video),0.10761865112406328,0.8424769147202608,4.202761265125787
Estate Intro: Riddoch Coonawarra (UPDATED),Beer Fundamentals: Australian Lager (Video),0.13169580904801553,0.7528758429194764,3.755779386692798
Fermentation & Distillation in 90 Seconds,Beer Fundamentals: Australian Lager (Video),0.1555648071051901,0.7760470751124956,2.027994641254993
Four Pillars Bloody Shiraz Gin: Soaked in Victorian Grapes,Beer Fundamentals: Australian Lager (Video),0.1586872051068554,0.7916233991000347,2.1497788633558885
Four Pillars Rare Dry Gin: Packed with Aussie Oranges,Beer Fundamentals: Australian Lager (Video),0.15688315292811547,0.7826237452405677,2.2855467915718464
Gin Explained,Beer Fundamentals: Australian Lager (Video),0.1562586733277824,0.7795084804430599,2.9998067343512362
Gin Focus: Dry,Beer Fundamentals: Australian Lager (Video),0.15438523452678324,0.7701626860505365,3.0926677713458712
Gin Focus: Flavoured,Beer Fundamentals: Australian Lager (Video),0.1537607549264502,0.7670474212530288,3.1122430842057014
Gin Focus: Pink,Beer Fundamentals: Australian Lager (Video),0.1535525950596725,0.7660089996538595,3.119446652447421
Beer Fundamentals: Australian Lager (Video),Gin in 80 Seconds,0.1609075770191507,0.8026998961578401,2.3565921579602347
Beer Fundamentals: Australian Lager (Video),Green Beacon Mollyhawk,0.12919789064668333,0.9951897381079637,4.964580998827267
How to Taste & Enjoy Gin,Beer Fundamentals: Australian Lager (Video),0.1552872606161532,0.7746625129802699,3.062105358494693
Beer Fundamentals: Australian Lager (Video),How to Taste & Enjoy Mezcal,0.1010963086316958,0.7270459081836327,3.626924758997063
How to Taste & Enjoy Tequila (Updated),Beer Fundamentals: Australian Lager (Video),0.14231196225367748,0.7099342332987192,3.1337127627262302
Introducing Paragon Wine Estates,Beer Fundamentals: Australian Lager (Video),0.12212045517624202,0.7746478873239436,3.8643909145422897
Isabel Estate Marlborough Chardonnay,Beer Fundamentals: Australian Lager (Video),0.10671662503469331,0.8520775623268699,4.2506548384405844
Isabel Estate Marlborough Pinot Gris,Beer Fundamentals: Australian Lager (Video),0.10671662503469331,0.8520775623268699,4.2506548384405844
Isabel Estate Marlborough Sauvignon Blanc,Beer Fundamentals: Australian Lager (Video),0.10678601165695253,0.8502762430939226,4.241668818092632
King’s Fortune Barossa Merlot,Beer Fundamentals: Australian Lager (Video),0.14494865389952818,0.7230875735548633,3.0960006268783986
King’s Fortune Barossa Shiraz,Beer Fundamentals: Australian Lager (Video),0.14557313349986123,0.7262028383523711,3.0719211348207724
Beer Fundamentals: Australian Lager (Video),King’s Fortune Coonawarra Cabernet Sauvignon,0.14446294754371358,0.7206645898234684,3.1115093075302056
Beer Fundamentals: Australian Lager (Video),Know the Product: Brandy,0.126977518734388,0.7230343737653101,3.6069129092092935
Know the Product: Gin,Beer Fundamentals: Australian Lager (Video),0.13023868998057175,0.7006345651362449,3.495169730960042
Know the Product: Liqueur,Beer Fundamentals: Australian Lager (Video),0.12503469331112962,0.7316280958181081,3.6497833565007176
Know the Product: Rum,Beer Fundamentals: Australian Lager (Video),0.1262142658895365,0.7273090763694522,3.628237593851348
Know the Product: Tequila,Beer Fundamentals: Australian Lager (Video),0.12531223980016654,0.7296969696969697,3.64014978444885
Beer Fundamentals: Australian Lager (Video),Know the Product: Whisky,0.12808770469053565,0.7119166988044736,3.5514515275770417
Krondorf Founder’s View Barossa Cabernet Sauvignon,Beer Fundamentals: Australian Lager (Video),0.115736885928393,0.8069666182873729,4.025615404208245
Krondorf Founder’s View Barossa Shiraz,Beer Fundamentals: Australian Lager (Video),0.11601443241742992,0.8050072219547425,4.015840804019297
Beer Fundamentals: Australian Lager (Video),Krondorf Winemakers Barossa Shiraz,0.11823480432972523,0.7947761194029851,3.9648021574371133
Krondorf Winemakers Eden Valley Chardonnay,Beer Fundamentals: Australian Lager (Video),0.11636136552872606,0.8047024952015355,4.0143206510365275
Beer Fundamentals: Australian Lager (Video),Matilda Bay Aussie Wheat Ale,0.12961421038023868,0.9952051145444858,4.964657705370415
Monsuta Okinawa Dry Premium Draft,Beer Fundamentals: Australian Lager (Video),0.13995281709686372,0.9965415019762845,4.971324377460094
Monsuta Okinawa Supreme Premium Beer,Beer Fundamentals: Australian Lager (Video),0.13912017762975298,0.9970164097463947,4.973693491611298
Mountain Goat Aussie Wheat Beer,Beer Fundamentals: Australian Lager (Video),0.13003053011379406,0.9957492029755579,4.96737193260081
Oakridge Over The Shoulder Chardonnay (update),Beer Fundamentals: Australian Lager (Video),0.10720233139050792,0.8470394736842105,4.225521943488003
Beer Fundamentals: Australian Lager (Video),Oakridge Over the Shoulder Cabernet Merlot,0.10727171801276714,0.8466593647316539,4.2236257405720306
Oakridge Over the Shoulder Pinot Noir,Beer Fundamentals: Australian Lager (Video),0.10741049125728559,0.8454396504642272,4.217541101588938
Old Fat Unicorn Grenache Shiraz Mataro,Beer Fundamentals: Australian Lager (Video),0.1362059394948654,0.7107168718320058,3.545466097903381
Old Fat Unicorn Montepulciano,Beer Fundamentals: Australian Lager (Video),0.1357202331390508,0.712049508554787,3.5521140592909624
Beer Fundamentals: Australian Lager (Video),Old Fat Unicorn Pinot Gris,0.13488759367194006,0.7178729689807977,3.5811648421430444
Old Fat Unicorn Rosé,Beer Fundamentals: Australian Lager (Video),0.1345406605606439,0.7189469781238413,3.5865226198410527
Old Fat Unicorn Sauvignon Blanc,Beer Fundamentals: Australian Lager (Video),0.13516514016097697,0.7167034584253128,3.575330648260854
Old Fat Unicorn Tempranillo (update),Beer Fundamentals: Australian Lager (Video),0.13558145989453232,0.7147037307973665,3.5653548522850973
Beer Fundamentals: Australian Lager (Video),Paul & Meg Pinot Noir,0.12593671940049958,0.7176749703440095,3.580177110625775
Pirate Life Sunlit,Beer Fundamentals: Australian Lager (Video),0.13100194282542327,0.9957805907172996,4.96752851277872
Prosecco Explained,Beer Fundamentals: Australian Lager (Video),0.10137385512073273,0.7767145135566188,3.874700439383174
Riddoch Coonawarra Cabernet Sauvignon,Beer Fundamentals: Australian Lager (Video),0.11788787121842909,0.802930056710775,4.005478704505258
Riddoch Coonawarra Chardonnay,Beer Fundamentals: Australian Lager (Video),0.1169164585067999,0.8046800382043935,4.014208622568957
Riddoch Coonawarra Elgin’s Crossing Cabernet Sauvignon (update),Beer Fundamentals: Australian Lager (Video),0.11608381903968915,0.8101694915254237,4.041593185138251
Riddoch Coonawarra Elgin’s Crossing Shiraz (update),Beer Fundamentals: Australian Lager (Video),0.11650013877324451,0.8079884504331086,4.030712892918643
Riddoch Coonawarra Elgin’s Crossing Sparkling Shiraz,Beer Fundamentals: Australian Lager (Video),0.11608381903968915,0.8101694915254237,4.041593185138251
Riddoch The Pastoralist Coonawarra Cabernet Sauvignon,Beer Fundamentals: Australian Lager (Video),0.10630030530113795,0.7913223140495868,3.947572582236983
Beer Fundamentals: Australian Lager (Video),Riddoch The Representative Coonawarra Cabernet Sauvignon Merlot,0.10616153205661949,0.7948051948051947,3.9649472023303796
Scotch Whisky Explained (Updated),Beer Fundamentals: Australian Lager (Video),0.145503746877602,0.7258566978193147,2.6191904679449083
Tasting & Recommending Champagne,Beer Fundamentals: Australian Lager (Video),0.10512073272273106,0.7297687861271677,3.6405080462667843
Beer Fundamentals: Australian Lager (Video),Tequila Explained (Updated),0.1437690813211213,0.7172031844929041,3.0817925745115486
Tequila in (Nearly) 90 Seconds,Beer Fundamentals: Australian Lager (Video),0.1516097696364141,0.7563170647282796,2.4157893477092123
Trøst Lager Øl,Beer Fundamentals: Australian Lager (Video),0.13877324451845685,0.9975062344139651,4.97613701985949
Vodka in 80 Seconds,Beer Fundamentals: Australian Lager (Video),0.14779350541215652,0.7372793354101764,2.3368528220654197
Whisky in (Nearly) 90 Seconds,Beer Fundamentals: Australian Lager (Video),0.1440466278101582,0.7185877466251298,2.397288565824391
Wine Pairing: Common Examples,Beer Fundamentals: Australian Lager (Video),0.11192062170413544,0.7766008666345692,3.8741335029205297
Beer Fundamentals: Australian Lager (Video),Wine Pairing: The Theory,0.11414099361643075,0.7612216566404442,3.797413124092101
Wine in 90 Seconds,Beer Fundamentals: Australian Lager (Video),0.1482098251457119,0.739356178608515,1.7453892295013789
Wine: Glassware & Service,Beer Fundamentals: Australian Lager (Video),0.11108798223702471,0.7809756097560976,3.8959572474229414
Wine: Storage & Faults,Beer Fundamentals: Australian Lager (Video),0.11046350263669165,0.7826941986234022,3.9045305609416654
Zytho IPA,Beer Fundamentals: Australian Lager (Video),0.17547876769358867,0.8753894080996883,4.841178875492213
Zytho Tropical Haze,Beer Fundamentals: Australian Lager (Video),0.17499306133777406,0.8729664243682934,4.850112609096316
Zytho Zesty Pale Ale,Beer Fundamentals: Australian Lager (Video),0.17624202053844018,0.879196953963309,4.83440919516185
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: IPA,0.1897030252567305,0.9061982101425257,4.769952010436114
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: IPA (Video),0.18893977241187898,0.9025522041763341,4.747292834521652
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Lager & Pilsner,0.202608936996947,0.967848856479947,4.765506566309872
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Pale Ale,0.19400499583680267,0.9267484255883328,4.76840353787185
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Pale Ale (Video),0.19206217041354426,0.917467683128936,4.759735150919448
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Pilsner (Video),0.19740494032750486,0.9429897248922771,4.7568666136323055
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Sours,0.1532750485706356,0.7321842890288367,4.766142716117251
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: Understanding Beer Variation,0.2092006661115737,0.9993370898243289,4.47558922888385
Beer Fundamentals: Describing Beer & Further Terms,Beer Fundamentals: What is Beer?,0.20913127948931445,0.9990056347364932,3.97177081595099
Beer Fundamentals: Describing Beer & Further Terms,Belle Nature Pinot Noir,0.12801831806827643,0.7333068362480126,3.502955957575856
Beer Fundamentals: Describing Beer & Further Terms,Brand Intro: Cat Amongst The Pigeons,0.14952817096863724,0.7142857142857143,3.0065086782376502
Beer Fundamentals: Describing Beer & Further Terms,Brand Intro: King’s Fortune,0.15043019705800723,0.7185946304275771,2.989718768395566
Beer Fundamentals: Describing Beer & Further Terms,Brand Intro: Old Fat Unicorn,0.13877324451845685,0.7163323782234957,3.4218701474832685
Beer Fundamentals: Describing Beer & Further Terms,Brand Intro: Zytho Brewing,0.17811545933943937,0.8508452104739809,4.629060465591172
Beer Fundamentals: Describing Beer & Further Terms,Cat Amongst The Pigeons Barossa Shiraz,0.1477241187898973,0.7056678820019887,3.0734619266886254
Beer Fundamentals: Describing Beer & Further Terms,Cat Amongst The Pigeons Eden Valley Pinot Grigio,0.14668331945600888,0.7006960556844547,3.107209709084419
Beer Fundamentals: Describing Beer & Further Terms,Cava Explained,0.10067998889814044,0.787303309820944,3.7608933712759183
Beer Fundamentals: Describing Beer & Further Terms,Champagne Explained,0.10761865112406328,0.7160664819944599,3.4205999796168896
Beer Fundamentals: Describing Beer & Further Terms,Champagne Service,0.10539827921176798,0.7420615534929166,3.5447766353794874
Beer Fundamentals: Describing Beer & Further Terms,Chapel Hill The Parson Grenache Shiraz Mourvedre,0.10907577019150708,0.8419925013390466,4.022139850612642
Beer Fundamentals: Describing Beer & Further Terms,Chapel Hill The Parson Pinot Grigio (update),0.10865945045795171,0.8419354838709678,4.021867482117464
Beer Fundamentals: Describing Beer & Further Terms,Chapel Hill The Parson Sangiovese Rosé (update),0.10872883708021093,0.8420204191295003,4.022273211963658
Beer Fundamentals: Describing Beer & Further Terms,Chapel Hill The Parson Shiraz,0.10935331668054399,0.840085287846482,4.013029223879184
Beer Fundamentals: Describing Beer & Further Terms,Chapel Hill The Vinedresser Shiraz,0.10852067721343325,0.8422186322024772,4.023220062082235
Beer Fundamentals: Describing Beer & Further Terms,Cold Snap Cool Climate Pinot Noir,0.12968359700249793,0.7249806051202484,3.4631821282708057
Beer Fundamentals: Describing Beer & Further Terms,Colossal Brewing Hopmosphere,0.16125451013044684,0.7703016241299303,4.746296283437604
Beer Fundamentals: Describing Beer & Further Terms,Colossal Brewing Inner Gravity,0.14932001110185955,0.7132913490222075,4.770280706314643
Beer Fundamentals: Describing Beer & Further Terms,Colossal Brewing Mind Harvest,0.16049125728559532,0.7666556181637387,4.746151533065207
Beer Fundamentals: Describing Beer & Further Terms,Culture House Apple & Mango Sour Cider,0.15001387732445184,0.7166058999005634,4.770311422340379
Beer Fundamentals: Describing Beer & Further Terms,Culture House Raspberry Berliner Weisse,0.15126283652511796,0.7225720914816043,4.770366002030637
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: Budget Questions,0.12087149597557591,0.7697746354396818,3.6771601080400047
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: Category & Style Questions,0.12114904246461282,0.7678100263852242,3.6677753066834113
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: Dealing with Objections,0.11976131001942826,0.7750336775931748,3.7022821880917585
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: How to Ask Questions,0.12239800166527894,0.7633059281696235,3.646259541524897
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: How to Recommend,0.12017762975298363,0.77390527256479,3.6968918754404223
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: Occasion Questions,0.12156536219816819,0.7647315582714971,3.6530696777622857
Beer Fundamentals: Describing Beer & Further Terms,Customer Experience: Understanding the Customer,0.12288370802109354,0.7620481927710844,3.6402514266545802
Beer Fundamentals: Describing Beer & Further Terms,Del Centro Cerveza,0.13856508465167916,0.9980009995002499,4.767381638978323
Beer Fundamentals: Describing Beer & Further Terms,Estate Intro: Chapel Hill,0.10997779628087705,0.8390682901005823,4.008171096098638
Beer Fundamentals: Describing Beer & Further Terms,Estate Intro: Isabel Estate,0.10741049125728559,0.8543046357615894,4.080954063836933
Beer Fundamentals: Describing Beer & Further Terms,Estate Intro: Krondorf,0.11976131001942826,0.7983348751156337,3.8135903944867464
Beer Fundamentals: Describing Beer & Further Terms,Estate Intro: Oakridge Wines,0.10810435747987789,0.8462791960890821,4.042617094476583
Beer Fundamentals: Describing Beer & Further Terms,Estate Intro: Riddoch Coonawarra (UPDATED),0.13370802109353316,0.764379214597382,3.6513865564393337
Beer Fundamentals: Describing Beer & Further Terms,Fermentation & Distillation in 90 Seconds,0.15834027199555925,0.7563805104408352,1.976601254120275
Beer Fundamentals: Describing Beer & Further Terms,Four Pillars Bloody Shiraz Gin: Soaked in Victorian Grapes,0.16340549542048294,0.7805767318528339,2.119779886840596
Beer Fundamentals: Describing Beer & Further Terms,Four Pillars Rare Dry Gin: Packed with Aussie Oranges,0.16153205661948378,0.7716274444812729,2.253433582545918
Beer Fundamentals: Describing Beer & Further Terms,Gin Explained,0.15986677768526228,0.7636725223732185,2.9388647242837984
Beer Fundamentals: Describing Beer & Further Terms,Gin Focus: Dry,0.15799333888426312,0.7547232350016573,3.030669061812172
Beer Fundamentals: Describing Beer & Further Terms,Gin Focus: Flavoured,0.1572300860394116,0.7510772290354657,3.0474451083499807
Beer Fundamentals: Describing Beer & Further Terms,Gin Focus: Pink,0.1570219261726339,0.7500828637719589,3.054590062922145
Beer Fundamentals: Describing Beer & Further Terms,Gin in 80 Seconds,0.16493200111018597,0.7878687437852172,2.313050384076706
Beer Fundamentals: Describing Beer & Further Terms,Green Beacon Mollyhawk,0.12933666389120177,0.9962586851950829,4.759058724239819
Beer Fundamentals: Describing Beer & Further Terms,How to Taste & Enjoy Gin,0.15889536497363307,0.75903215114352,3.0003212732529922
Beer Fundamentals: Describing Beer & Further Terms,How to Taste & Enjoy Mezcal,0.10255342769913961,0.7375249500998003,3.523105595239749
Beer Fundamentals: Describing Beer & Further Terms,Introducing Paragon Wine Estates,0.123022481265612,0.7803697183098591,3.72777208494587
Beer Fundamentals: Describing Beer & Further Terms,Isabel Estate Marlborough Chardonnay,0.10727171801276714,0.8565096952908587,4.091487480454709
Beer Fundamentals: Describing Beer & Further Terms,Isabel Estate Marlborough Pinot Gris,0.10727171801276714,0.8565096952908587,4.091487480454709
Beer Fundamentals: Describing Beer & Further Terms,Isabel Estate Marlborough Sauvignon Blanc,0.10734110463502637,0.8546961325966851,4.082824217097589
Beer Fundamentals: Describing Beer & Further Terms,King’s Fortune Barossa Merlot,0.14883430474604498,0.7109711634073583,3.0441225213983505
Beer Fundamentals: Describing Beer & Further Terms,King’s Fortune Barossa Shiraz,0.1496669442131557,0.7149486244613855,3.024314521789694
Beer Fundamentals: Describing Beer & Further Terms,King’s Fortune Coonawarra Cabernet Sauvignon,0.14834859839023037,0.7086509777925092,3.059639871763224
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Brandy,0.12878157091312795,0.7333069932832872,3.5029567077224844
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Gin,0.1320427421593117,0.7103396789846957,3.3932434383584473
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Liqueur,0.1266999722453511,0.7413723101908242,3.5414841678721105
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Rum,0.127879544823758,0.7369052379048381,3.520145273014427
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Tequila,0.126977518734388,0.7393939393939394,3.532033627625275
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Vodka,0.13343047460449625,0.7015687705217074,3.351345416227659
Beer Fundamentals: Describing Beer & Further Terms,Know the Product: Whisky,0.12982237024701637,0.7215580408792904,3.4468327759868522
Beer Fundamentals: Describing Beer & Further Terms,Krondorf Founder’s View Barossa Cabernet Sauvignon,0.11636136552872606,0.8113207547169811,3.8756230417570867
Beer Fundamentals: Describing Beer & Further Terms,Krondorf Founder’s View Barossa Shiraz,0.11663891201776297,0.8093403948001926,3.866162999622266
Beer Fundamentals: Describing Beer & Further Terms,Krondorf Winemakers Barossa Shiraz,0.11899805717457675,0.7999067164179106,3.82109897149981
Beer Fundamentals: Describing Beer & Further Terms,Krondorf Winemakers Eden Valley Chardonnay,0.11698584512905912,0.809021113243762,3.864637813745144
Beer Fundamentals: Describing Beer & Further Terms,Matilda Bay Aussie Wheat Ale,0.12975298362475715,0.9962706446457112,4.759115853706991
Beer Fundamentals: Describing Beer & Further Terms,Monsuta Okinawa Dry Premium Draft,0.14002220371912294,0.9970355731225296,4.76276986405101
Beer Fundamentals: Describing Beer & Further Terms,Monsuta Okinawa Supreme Premium Beer,0.1391895642520122,0.9975136747886623,4.765053722590056
Beer Fundamentals: Describing Beer & Further Terms,Mountain Goat Aussie Wheat Beer,0.1301693033583125,0.9968119022316684,4.761701403699968
Beer Fundamentals: Describing Beer & Further Terms,Noble Fellows Baron Betsy Marlborough Pinot Gris,0.1410630030530114,0.7003100241129866,3.345332471831741
Beer Fundamentals: Describing Beer & Further Terms,Noble Fellows Von Rockhop Marlborough Gruner Veltliner,0.1408548431862337,0.7029085872576178,3.3577456279604867
Beer Fundamentals: Describing Beer & Further Terms,Oakridge Over The Shoulder Chardonnay (update),0.1076880377463225,0.850877192982456,4.064581407114073
Beer Fundamentals: Describing Beer & Further Terms,Oakridge Over the Shoulder Cabernet Merlot,0.10775742436858174,0.8504928806133626,4.062745573549812
Beer Fundamentals: Describing Beer & Further Terms,Oakridge Over the Shoulder Pinot Noir,0.1078961976131002,0.8492626979792464,4.05686907632645
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Grenache Shiraz Mataro,0.13800999167360534,0.720130340333092,3.440012749380352
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Montepulciano,0.1374548986955315,0.7211503458318166,3.4448852449877827
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Pinot Gris,0.13662225922842075,0.7271048744460856,3.473329615683456
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Rosé,0.13627532611712462,0.7282165368928439,3.47863995018219
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Sauvignon Blanc,0.13689980571745766,0.7259013980868285,3.4675806924850425
Beer Fundamentals: Describing Beer & Further Terms,Old Fat Unicorn Tempranillo (update),0.13731612545101304,0.7238478419897586,3.4577709972676174
Beer Fundamentals: Describing Beer & Further Terms,Paul & Meg Pinot Noir,0.12836525117957256,0.7315144325820482,3.4943937694307188
Beer Fundamentals: Describing Beer & Further Terms,Peloton de la Muerte Mezcal,0.10081876214265889,0.7481977342945417,3.5740887459903665
Beer Fundamentals: Describing Beer & Further Terms,Pinot Noir: Introduction,0.1311407160699417,0.7129385137683892,3.4056578920881755
Beer Fundamentals: Describing Beer & Further Terms,Pirate Life Sunlit,0.1311407160699417,0.9968354430379746,4.7618138565009245
Beer Fundamentals: Describing Beer & Further Terms,Prosecco Explained,0.10185956147654732,0.7804359383306751,3.728088413397975
Beer Fundamentals: Describing Beer & Further Terms,Prospero Anejo,0.11310019428254232,0.7034958998705222,3.3605511796267704
Beer Fundamentals: Describing Beer & Further Terms,Prospero Reposado,0.11386344712739384,0.7021822849807445,3.354276132297809
Beer Fundamentals: Describing Beer & Further Terms,Riddoch Coonawarra Cabernet Sauvignon,0.11878989730779906,0.8090737240075614,3.864889131719249
Beer Fundamentals: Describing Beer & Further Terms,Riddoch Coonawarra Chardonnay,0.11781848459616986,0.8108882521489972,3.8735570069510596
Beer Fundamentals: Describing Beer & Further Terms,Riddoch Coonawarra Elgin’s Crossing Cabernet Sauvignon (update),0.11698584512905912,0.8164648910411623,3.9001962246222175
Beer Fundamentals: Describing Beer & Further Terms,Riddoch Coonawarra Elgin’s Crossing Shiraz (update),0.11740216486261448,0.8142444658325312,3.8895894072185744
Beer Fundamentals: Describing Beer & Further Terms,Riddoch Coonawarra Elgin’s Crossing Sparkling Shiraz,0.11698584512905912,0.8164648910411623,3.9001962246222175
Beer Fundamentals: Describing Beer & Further Terms,Riddoch The Pastoralist Coonawarra Cabernet Sauvignon,0.10803497085761865,0.8042355371900826,3.841777448453255
Beer Fundamentals: Describing Beer & Further Terms,Riddoch The Representative Coonawarra Cabernet Sauvignon Merlot,0.10782681099084096,0.8072727272727271,3.856285895079398
Beer Fundamentals: Describing Beer & Further Terms,Scotch Whisky Explained (Updated),0.1482098251457119,0.7079880676168379,2.5547130772393256
Beer Fundamentals: Describing Beer & Further Terms,Sparkling Wine Focus: Rosé Prosecco,0.10005550929780738,0.7923076923076924,3.7847989597409555
Beer Fundamentals: Describing Beer & Further Terms,Tasting & Recommending Champagne,0.10581459894532334,0.7345857418111753,3.5090652008560355
Beer Fundamentals: Describing Beer & Further Terms,Tequila Explained (Updated),0.1467527060782681,0.7010275107722903,3.012286370080575
Beer Fundamentals: Describing Beer & Further Terms,Tequila in (Nearly) 90 Seconds,0.15473216763807937,0.7391448458733841,2.360938723122166
Beer Fundamentals: Describing Beer & Further Terms,Trøst Lager Øl,0.13884263114071607,0.9980049875311721,4.767400689525771
Beer Fundamentals: Describing Beer & Further Terms,Vodka in 80 Seconds,0.1498751040799334,0.7159429897248923,2.2692259441203317
Beer Fundamentals: Describing Beer & Further Terms,Wine Pairing: Common Examples,0.11372467388287538,0.7891189215214252,3.769566422594226
Beer Fundamentals: Describing Beer & Further Terms,Wine Pairing: The Theory,0.11608381903968915,0.7741786210087922,3.6981976420214497
Beer Fundamentals: Describing Beer & Further Terms,Wine in 90 Seconds,0.15049958368026645,0.7189260855154127,1.697160154700758
Beer Fundamentals: Describing Beer & Further Terms,Wine: Glassware & Service,0.11296142103802387,0.7941463414634147,3.7935820593870506
Beer Fundamentals: Describing Beer & Further Terms,Wine: Storage & Faults,0.11233694143769081,0.7959685349065879,3.8022865512342543
Beer Fundamentals: Describing Beer & Further Terms,Zytho IPA,0.17568692756036636,0.8392442823997348,4.641284957001143
Beer Fundamentals: Describing Beer & Further Terms,Zytho Tropical Haze,0.17520122120455175,0.8369240967848857,4.649865105190352
Beer Fundamentals: Describing Beer & Further Terms,Zytho Zesty Pale Ale,0.17645018040521787,0.8428902883659264,4.634771017142209
Beer Fundamentals: IPA (Video),Beer Fundamentals: IPA,0.18893977241187898,0.9945215485756026,5.23103815988014
Beer Fundamentals: IPA,Beer Fundamentals: Lager & Pilsner,0.18977241187898974,0.9989043097151207,4.918417803763006
Beer Fundamentals: Pale Ale,Beer Fundamentals: IPA,0.18963363863447127,0.9981738495252009,5.135909146503819
Beer Fundamentals: Pale Ale (Video),Beer Fundamentals: IPA,0.1894948653899528,0.9974433893352812,5.174641514434872
Beer Fundamentals: Pilsner (Video),Beer Fundamentals: IPA,0.18963363863447127,0.9981738495252009,5.035240293789708
Beer Fundamentals: IPA,Beer Fundamentals: Sours,0.1530668887038579,0.8056975894813734,5.244676449686338
Beer Fundamentals: Understanding Beer Variation,Beer Fundamentals: IPA,0.18977241187898974,0.9989043097151207,4.4736509980156365
Beer Fundamentals: IPA,Beer Fundamentals: What is Beer?,0.18991118512350819,0.9996347699050402,3.974272083826604
Beer in 90 Seconds,Beer Fundamentals: IPA,0.1347488204274216,0.7092768444119796,2.41600044473303
Belle Nature Pinot Noir,Beer Fundamentals: IPA,0.12316125451013045,0.7054848966613673,3.7134581193146916
Brand Intro: Cat Amongst The Pigeons,Beer Fundamentals: IPA,0.14293644185401055,0.7523739956172389,3.1668265259449906
Beer Fundamentals: IPA,Brand Intro: Devil’s Vine,0.13315292811545934,0.7008765522279036,3.4010211685887364
Brand Intro: King’s Fortune,Beer Fundamentals: IPA,0.14272828198723286,0.7512783053323594,3.1256994620236616
Brand Intro: Noble Fellows,Beer Fundamentals: IPA,0.13669164585068,0.7195032870708548,3.5222423142884374
Brand Intro: Old Fat Unicorn,Beer Fundamentals: IPA,0.13398556758257008,0.7052593133674215,3.640471785190286
Brand Intro: Zytho Brewing,Beer Fundamentals: IPA,0.1774909797391063,0.9342585829072316,5.08287455525067
Beer Fundamentals: IPA,Cat Amongst The Pigeons Barossa Shiraz,0.14154870940882597,0.7450693937180424,3.2450710493395065
